section,key,english,malayalam,notes
content,engage.3.action2,Share your district-level office bearer list.,നിങ്ങളുടെ ജില്ലാതല ഭാരവാഹി പട്ടിക പങ്കിടുക.,
content,engage.3.action3,Identify community touchpoints inside your network.,നിങ്ങളുടെ നെറ്റ്‌വർക്കിനുള്ളിലെ കമ്മ്യൂണിറ്റി ടച്ച്‌പോയിന്റുകൾ തിരിച്ചറിയുക.,
content,engage.3.action4,Nominate two leaders as ex-officio SPV members.,രണ്ട് നേതാക്കളെ എക്സ്-ഒഫീഷ്യോ എസ്പിവി അംഗങ്ങളായി നാമനിർദ്ദേശം ചെയ്യുക.,
content,engage.4.for,Residents' or Flat Owners' Association,റെസിഡന്റ്സ് അല്ലെങ്കിൽ ഫ്ലാറ്റ് ഓണേഴ്‌സ് അസോസിയേഷൻ,
content,engage.4.action1,Surface NNHC at your next association meeting.,നിങ്ങളുടെ അടുത്ത അസോസിയേഷൻ മീറ്റിംഗിൽ NNHC യെക്കുറിച്ച് ചർച്ച ചെയ്യുക.,
content,engage.4.action2,"Map who in your block already needs care, formally or informally.",നിങ്ങളുടെ ബ്ലോക്കിലുള്ള ആർക്കൊക്കെയാണ് ഔപചാരികമായോ അനൗപചാരികമായോ പരിചരണം ആവശ്യമുള്ളതെന്ന് മാപ്പ് ചെയ്യുക.,
content,engage.4.action3,Volunteer for a structured role.,ഒരു ഘടനാപരമായ റോളിനായി സന്നദ്ധസേവനം നടത്തുക.,
content,engage.4.action4,Connect to your district coordination committee.,നിങ്ങളുടെ ജില്ലാ ഏകോപന സമിതിയുമായി ബന്ധപ്പെടുക.,
content,engage.5.for,Local Government / Public Health,തദ്ദേശ സ്വയംഭരണം / പൊതുജനാരോഗ്യം,
content,engage.5.action1,Engage through District Panchayat President or municipal body.,ജില്ലാ പഞ്ചായത്ത് പ്രസിഡന്റ് അല്ലെങ്കിൽ മുനിസിപ്പൽ ബോഡി വഴി ഇടപെടുക.,
content,engage.5.action2,"Align ASHA, Community Nurse, and PHC schedules with neighbourhood teams.","ആശ, കമ്മ്യൂണിറ്റി നഴ്‌സ്, പിഎച്ച്‌സി ഷെഡ്യൂളുകൾ അയൽപക്ക ടീമുകളുമായി യോജിപ്പിക്കുക.",
content,engage.5.action3,Co-define ward-level care coverage targets.,വാർഡ് തല പരിചരണ കവറേജ് ലക്ഷ്യങ്ങൾ ഒരുമിച്ച് നിർവചിക്കുക.,
content,engage.5.action4,Use coordination dashboards for joint planning.,സംയുക്ത ആസൂത്രണത്തിനായി ഏകോപന ഡാഷ്‌ബോർഡുകൾ ഉപയോഗിക്കുക.,
content,engage.6.for,"Software, Data, Open Systems","സോഫ്റ്റ്‌വെയർ, ഡാറ്റ, ഓപ്പൺ സിസ്റ്റങ്ങൾ",
content,engage.6.action1,Contribute to Open Health Care Network.,ഓപ്പൺ ഹെൽത്ത് കെയർ നെറ്റ്‌വർക്കിലേക്ക് സംഭാവന ചെയ്യുക.,
content,engage.6.action2,Help integrate EMR with Community Medical Records.,കമ്മ്യൂണിറ്റി മെഡിക്കൽ റെക്കോർഡുകളുമായി EMR സംയോജിപ്പിക്കാൻ സഹായിക്കുക.,
content,engage.6.action3,Build dashboards the five stakeholder groups will actually use.,അഞ്ച് പങ്കാളി ഗ്രൂപ്പുകൾ യഥാർത്ഥത്തിൽ ഉപയോഗിക്കുന്ന ഡാഷ്‌ബോർഡുകൾ നിർമ്മിക്കുക.,
content,engage.6.action4,Bring deployment lessons from palliative care into NNHC.,പാലിയേറ്റീവ് കെയറിൽ നിന്നുള്ള വിന്യാസ പാഠങ്ങൾ എൻഎൻഎച്ച്സിയിലേക്ക് കൊണ്ടുവരിക.,
# === CONTENT · FAQS (7) ===,,,,
content,faqs.1.q,Which care seekers will the network serve at the start?,തുടക്കത്തിൽ ഏതൊക്കെ പരിചരണ അന്വേഷകർക്കാണ് നെറ്റ്‌വർക്ക് സേവനം നൽകുക?,
content,faqs.1.a,"Any kind of care seeker is welcome. Delivery extends from Home → Family Clinic → Hospital and includes specialised institutions for advanced care. Where capacity is constrained, requests enter a queue and are addressed as the network scales.","ഏത് തരത്തിലുള്ള പരിചരണം തേടുന്നവരെയും സ്വാഗതം ചെയ്യുന്നു. ഹോം → ഫാമിലി ക്ലിനിക് → ആശുപത്രി വരെയുള്ള ഡെലിവറി ഇതിൽ വിപുലമായ പരിചരണത്തിനുള്ള പ്രത്യേക സ്ഥാപനങ്ങളും ഉൾപ്പെടുന്നു. ശേഷി പരിമിതമാകുന്നിടത്ത്, അഭ്യർത്ഥനകൾ ഒരു ക്യൂവിൽ പ്രവേശിക്കുകയും നെറ്റ്‌വർക്ക് സ്കെയിലുകളായി പരിഗണിക്കപ്പെടുകയും ചെയ്യുന്നു.",
content,faqs.2.q,Who counts as a caregiver?,ആരെയാണ് പരിചാരകനായി കണക്കാക്കുന്നത്?,
content,faqs.2.a,"Anyone who provides care: the care seeker themselves, relatives, friends, neighbours, and healthcare professionals visiting homes or working in institutions. The network coordinates this spectrum so each layer supports the next.","പരിചരണം നൽകുന്ന ആർക്കും: പരിചരണം തേടുന്നവർ, ബന്ധുക്കൾ, സുഹൃത്തുക്കൾ, അയൽക്കാർ, വീടുകൾ സന്ദർശിക്കുന്നവരോ സ്ഥാപനങ്ങളിൽ ജോലി ചെയ്യുന്നവരോ ആയ ആരോഗ്യ സംരക്ഷണ വിദഗ്ധർ. ഓരോ ലെയറും അടുത്തതിനെ പിന്തുണയ്ക്കുന്ന തരത്തിൽ നെറ്റ്‌വർക്ക് ഈ സ്പെക്ട്രത്തെ ഏകോപിപ്പിക്കുന്നു.",
content,faqs.3.q,"What forms a ""community"" in this model?","ഈ മാതൃകയിൽ ഒരു ""സമൂഹം"" രൂപപ്പെടുന്നത് എന്താണ്?",
content,faqs.3.a,"A homogeneous group identified by a common thread of unity - geographical (a ward, a colony) or personal (shared identity, occupation, condition). Natural community boundaries are respected rather than overwritten with administrative ones.","ഭൂമിശാസ്ത്രപരമായ (ഒരു വാർഡ്, ഒരു കോളനി) അല്ലെങ്കിൽ വ്യക്തിപരമായ (പങ്കിട്ട ഐഡന്റിറ്റി, തൊഴിൽ, അവസ്ഥ) ഐക്യത്തിന്റെ പൊതുവായ ഒരു നൂൽ കൊണ്ട് തിരിച്ചറിയപ്പെടുന്ന ഒരു ഏകീകൃത ഗ്രൂപ്പ്. ഭരണപരമായ അതിരുകൾ ഉപയോഗിച്ച് തിരുത്തിയെഴുതുന്നതിനുപകരം സ്വാഭാവിക സമൂഹ അതിർത്തികളെ ബഹുമാനിക്കുന്നു.",
content,faqs.4.q,How does the SPV relate to IMA and to sponsors?,ഐ‌എം‌എയുമായും സ്പോൺസർമാരുമായും എസ്‌പി‌വി എങ്ങനെ ബന്ധപ്പെട്ടിരിക്കുന്നു?,
content,faqs.4.a,"The SPV is led by IMA. Sponsors form the core; trade association leaders sit as ex-officio members. Medical leadership, philanthropic capital, and community-facing institutions hold accountability together.","ഐഎംഎയാണ് എസ്‌പിവിയെ നയിക്കുന്നത്. സ്പോൺസർമാരാണ് പ്രധാനികൾ; ട്രേഡ് അസോസിയേഷൻ നേതാക്കൾ എക്സ്-ഒഫീഷ്യോ അംഗങ്ങളായി ഇരിക്കുന്നു. മെഡിക്കൽ നേതൃത്വം, ജീവകാരുണ്യ മൂലധനം, സമൂഹത്തെ ലക്ഷ്യം വച്ചുള്ള സ്ഥാപനങ്ങൾ എന്നിവ ഒരുമിച്ച് ഉത്തരവാദിത്തം വഹിക്കുന്നു.",
content,faqs.5.q,Where will the pilot run?,പൈലറ്റ് എവിടേക്ക് ഓടും?,
content,faqs.5.a,"District coordination committees begin in Malappuram, Ernakulam, Kottayam, and Thiruvananthapuram. Initial deployment across 100 places in Kerala, pioneered at the district level.","മലപ്പുറം, എറണാകുളം, കോട്ടയം, തിരുവനന്തപുരം എന്നിവിടങ്ങളിൽ ജില്ലാ ഏകോപന സമിതികൾ ആരംഭിക്കുന്നു. കേരളത്തിലെ 100 സ്ഥലങ്ങളിൽ പ്രാരംഭ വിന്യാസം, ജില്ലാ തലത്തിൽ തുടക്കമിട്ടു.",
content,faqs.6.q,How will technology be handled?,സാങ്കേതികവിദ്യ എങ്ങനെ കൈകാര്യം ചെയ്യും?,
content,faqs.6.a,Open Health Care Network as the open-source foundation. EMR + Community Medical Records integrated with a unified coordination dashboard. Kerala palliative-care EMR experience provides direct precedent.,ഓപ്പൺ സോഴ്‌സ് ഫൗണ്ടേഷനായി ഓപ്പൺ ഹെൽത്ത് കെയർ നെറ്റ്‌വർക്ക്. ഏകീകൃത ഏകോപന ഡാഷ്‌ബോർഡുമായി സംയോജിപ്പിച്ചിരിക്കുന്ന ഇഎംആർ + കമ്മ്യൂണിറ്റി മെഡിക്കൽ റെക്കോർഡുകൾ. കേരള പാലിയേറ്റീവ്-കെയർ ഇഎംആർ അനുഭവം നേരിട്ടുള്ള മാതൃക നൽകുന്നു.,
content,faqs.7.q,How does the network avoid commercialisation of care?,പരിചരണത്തിന്റെ വാണിജ്യവൽക്കരണം നെറ്റ്‌വർക്ക് എങ്ങനെ ഒഴിവാക്കും?,
content,faqs.7.a,"Cross-subsidy: those who can afford care contribute to support those who cannot. Industry support is in-kind contribution and partnership, not transactional service-buying. The SPV keeps medical leadership at the centre.","ക്രോസ്-സബ്സിഡി: പരിചരണം നൽകാൻ കഴിയുന്നവർ അത് ചെയ്യാത്തവരെ പിന്തുണയ്ക്കാൻ സംഭാവന ചെയ്യുന്നു. വ്യവസായ പിന്തുണ എന്നത് ഇടപാട് സംബന്ധമായ സേവനങ്ങൾ വാങ്ങലല്ല, മറിച്ച് സ്വന്തം സംഭാവനയും പങ്കാളിത്തവുമാണ്. എസ്‌പി‌വി മെഡിക്കൽ നേതൃത്വത്തെ കേന്ദ്രത്തിൽ നിലനിർത്തുന്നു.",
# === CONTENT · GLOSSARY (12) ===,,,,
content,glossary.IMA.term,IMA,ഐ.എം.എ.,
content,glossary.IMA.meaning,Indian Medical Association. The largest body of medical doctors in India. NNHC is convened by IMA Cochin.,ഇന്ത്യൻ മെഡിക്കൽ അസോസിയേഷൻ. ഇന്ത്യയിലെ ഏറ്റവും വലിയ മെഡിക്കൽ ഡോക്ടർമാരുടെ സംഘടന. ഐഎംഎ കൊച്ചിൻ ആണ് എൻഎൻഎച്ച്സി വിളിച്ചുകൂട്ടുന്നത്.,
content,glossary.Arike.term,Arike,അരികെ,
content,glossary.Arike.meaning,IMA's existing community palliative care initiative; demonstrates community capability for end-of-life care.,ഐഎംഎയുടെ നിലവിലുള്ള കമ്മ്യൂണിറ്റി പാലിയേറ്റീവ് കെയർ സംരംഭം; ജീവിതാവസാന പരിചരണത്തിനുള്ള കമ്മ്യൂണിറ്റി ശേഷി പ്രകടമാക്കുന്നു.,
content,glossary.SPV.term,SPV,എസ്‌പി‌വി,
content,glossary.SPV.meaning,"Special Purpose Vehicle. The accountable legal entity that runs the mission, led by IMA.",സ്പെഷ്യൽ പർപ്പസ് വെഹിക്കിൾ. ഐഎംഎ നയിക്കുന്ന ദൗത്യം നടത്തുന്ന ഉത്തരവാദിത്തമുള്ള നിയമപരമായ സ്ഥാപനം.,
content,glossary.HCP.term,HCP,എച്ച്.സി.പി.,
content,glossary.HCP.meaning,"Health Care Professional. Doctors, dentists, nurses, therapists, technicians.","ആരോഗ്യ പരിപാലന വിദഗ്ദ്ധർ. ഡോക്ടർമാർ, ദന്തഡോക്ടർമാർ, നഴ്‌സുമാർ, തെറാപ്പിസ്റ്റുകൾ, ടെക്‌നീഷ്യൻമാർ.",
content,glossary.LSG.term,LSG,തദ്ദേശ സ്വയംഭരണ സ്ഥാപനം,
content,glossary.LSG.meaning,"Local Self Government. Panchayats, Municipal bodies, ASHA workers, Community Nurses, PHC Medical Officers.","തദ്ദേശ സ്വയംഭരണ സ്ഥാപനങ്ങൾ. പഞ്ചായത്തുകൾ, മുനിസിപ്പൽ സ്ഥാപനങ്ങൾ, ആശാ പ്രവർത്തകർ, കമ്മ്യൂണിറ്റി നഴ്‌സുമാർ, പിഎച്ച്‌സി മെഡിക്കൽ ഓഫീസർമാർ.",
content,glossary.SSO.term,SSO,എസ്.എസ്.ഒ.,
content,glossary.SSO.meaning,"Social Service Organisations. Charitable trusts, palliative bodies, community service groups.","സാമൂഹിക സേവന സംഘടനകൾ. ചാരിറ്റബിൾ ട്രസ്റ്റുകൾ, പാലിയേറ്റീവ് ബോഡികൾ, കമ്മ്യൂണിറ്റി സർവീസ് ഗ്രൂപ്പുകൾ.",
content,glossary.EMRCMR.term,EMR / CMR,ഇഎംആർ / സിഎംആർ,
content,glossary.EMRCMR.meaning,Electronic Medical Records (clinical) and Community Medical Records (community-level) - integrated into one continuous view.,ഇലക്ട്രോണിക് മെഡിക്കൽ റെക്കോർഡുകൾ (ക്ലിനിക്കൽ) കമ്മ്യൂണിറ്റി മെഡിക്കൽ റെക്കോർഡുകൾ (കമ്മ്യൂണിറ്റി ലെവൽ) - ഒരു തുടർച്ചയായ കാഴ്ചയിലേക്ക് സംയോജിപ്പിച്ചിരിക്കുന്നു.,
content,glossary.OHC.term,OHC Network,OHC നെറ്റ്‌വർക്ക്,
content,glossary.OHC.meaning,Open Health Care Network. The open-source platform partner enabling the digital backbone of NNHC.,ഓപ്പൺ ഹെൽത്ത് കെയർ നെറ്റ്‌വർക്ക്. എൻഎൻഎച്ച്സിയുടെ ഡിജിറ്റൽ നട്ടെല്ല് പ്രാപ്തമാക്കുന്ന ഓപ്പൺ സോഴ്‌സ് പ്ലാറ്റ്‌ഫോം പങ്കാളി.,
content,glossary.IRDAI.term,IRDAI,ഇആർഡിഎഐ,
content,glossary.IRDAI.meaning,Insurance Regulatory and Development Authority of India. Policy alignment needed for preventive-care insurance.,ഇൻഷുറൻസ് റെഗുലേറ്ററി ആൻഡ് ഡെവലപ്‌മെന്റ് അതോറിറ്റി ഓഫ് ഇന്ത്യ. പ്രതിരോധ പരിചരണ ഇൻഷുറൻസിന് പോളിസി അലൈൻമെന്റ് ആവശ്യമാണ്.,
content,glossary.EnteGramam.term,Ente Gramam,എന്റെ ഗ്രാമം,
content,glossary.EnteGramam.meaning,"Malayalam for ""My Village"". A community model that clusters 100 families into a functional unit.","""എന്റെ ഗ്രാമം"" എന്നതിന്റെ മലയാളം. 100 കുടുംബങ്ങളെ ഒരു പ്രവർത്തന യൂണിറ്റായി കൂട്ടുന്ന ഒരു കമ്മ്യൂണിറ്റി മോഡൽ.",
content,glossary.FamilyClinic.term,Family Clinic,ഫാമിലി ക്ലിനിക്,
content,glossary.FamilyClinic.meaning,The neighbourhood-scale clinical unit between the home and the hospital.,വീടിനും ആശുപത്രിക്കും ഇടയിലുള്ള അയൽപക്ക-സ്കെയിൽ ക്ലിനിക്കൽ യൂണിറ്റ്.,
content,glossary.BioCluster.term,Bio Cluster,ബയോ ക്ലസ്റ്റർ,
content,glossary.BioCluster.meaning,"A district-level model organising hospitals, specialists, and logistics around natural geographic catchments.","പ്രകൃതിദത്ത ഭൂമിശാസ്ത്രപരമായ വൃഷ്ടിപ്രദേശങ്ങൾക്ക് ചുറ്റുമുള്ള ആശുപത്രികൾ, സ്പെഷ്യലിസ്റ്റുകൾ, ലോജിസ്റ്റിക്സ് എന്നിവ സംഘടിപ്പിക്കുന്ന ഒരു ജില്ലാതല മാതൃക.",
# === CONTENT · RESOURCING (5) ===,,,,
content,resourcing.1.title,Leadership Team Cost,നേതൃത്വ ടീം ചെലവ്,
content,resourcing.1.body,Compensation and operating support for the core team accountable for delivering the mission across districts.,ജില്ലകളിലുടനീളം ദൗത്യം എത്തിക്കുന്നതിന് ഉത്തരവാദിത്തമുള്ള കോർ ടീമിനുള്ള നഷ്ടപരിഹാരവും പ്രവർത്തന പിന്തുണയും.,
content,resourcing.2.title,IMA Capacity Building,ഐഎംഎ ശേഷി വികസനം,
content,resourcing.2.body,"Investment in the five capabilities under Track Four: capacity mapping, speciality distribution, information systems, leadership, inventory.","ട്രാക്ക് ഫോർ വിഭാഗത്തിലെ അഞ്ച് കഴിവുകളിൽ നിക്ഷേപം നടത്തുക: ശേഷി മാപ്പിംഗ്, സ്പെഷ്യാലിറ്റി വിതരണം, വിവര സംവിധാനങ്ങൾ, നേതൃത്വം, ഇൻവെന്ററി.",
content,resourcing.3.title,Operating Cost,പ്രവർത്തന ചെലവ്,
content,resourcing.3.body,"Recurring expenses for district coordination committees, family clinics, neighbourhood systems, and field operations.","ജില്ലാ ഏകോപന സമിതികൾ, കുടുംബ ക്ലിനിക്കുകൾ, അയൽപക്ക സംവിധാനങ്ങൾ, ഫീൽഡ് പ്രവർത്തനങ്ങൾ എന്നിവയ്ക്കുള്ള ആവർത്തിച്ചുള്ള ചെലവുകൾ.",
content,resourcing.4.title,Digital Infrastructure,ഡിജിറ്റൽ ഇൻഫ്രാസ്ട്രക്ചർ,
content,resourcing.4.body,"Build and maintenance of the coordination dashboard, EMR/CMR integration, and home-monitoring technology.","കോർഡിനേഷൻ ഡാഷ്‌ബോർഡ്, ഇഎംആർ/സിഎംആർ സംയോജനം, ഹോം-മോണിറ്ററിംഗ് സാങ്കേതികവിദ്യ എന്നിവയുടെ നിർമ്മാണവും പരിപാലനവും.",
content,resourcing.5.title,Patient Sponsorships,രോഗി സ്പോൺസർഷിപ്പുകൾ,
content,resourcing.5.body,"Direct sponsorship of care for patients who cannot afford it, structured under the cross-subsidy principle.","ക്രോസ്-സബ്സിഡി തത്വത്തിന് കീഴിൽ ക്രമീകരിച്ച, താങ്ങാനാവാത്ത രോഗികൾക്ക് പരിചരണത്തിനുള്ള നേരിട്ടുള്ള സ്പോൺസർഷിപ്പ്.",
# === EXPLAIN MODAL ===,,,,
explain,explain.fabLabel,Explain NNHC to me,എൻ‌എൻ‌എച്ച്‌സിയെക്കുറിച്ച് എനിക്ക് വിശദീകരിക്കുക,Floating-action-button label
explain,explain.back,Back,തിരികെ,
explain,explain.next,Next,അടുത്തത്,
explain,explain.close,Close,അടയ്ക്കുക,
explain,explain.pageOf,{i} / {n},{i} / {n},
explain,explain.page1.kicker,01 · The idea,01 · ആശയം,
explain,explain.page1.title,"Care, closer to home.","കരുതൽ, വീടിനടുത്ത്.",
explain,explain.page1.body,"NNHC is a community-led, home-based healthcare system. The goal is simple: most care happens in or near your home, held by people you already know.","എൻ‌എൻ‌എച്ച്‌സി ഒരു കമ്മ്യൂണിറ്റി നേതൃത്വത്തിലുള്ള, വീടുകളിൽ അധിഷ്ഠിതമായ ആരോഗ്യ സംരക്ഷണ സംവിധാനമാണ്. ലക്ഷ്യം ലളിതമാണ്: മിക്ക പരിചരണവും നിങ്ങളുടെ വീട്ടിലോ സമീപത്തോ ആണ് നടക്കുന്നത്, നിങ്ങൾക്ക് ഇതിനകം അറിയാവുന്ന ആളുകളുടെ കൈവശമാണ്.",
explain,explain.page2.kicker,02 · The problem,02 · പ്രശ്നം,
explain,explain.page2.title,Hospitals are doing work that homes used to do.,വീടുകൾ മുമ്പ് ചെയ്തിരുന്ന ജോലികൾ ആശുപത്രികൾ ചെയ്യുന്നു.,
explain,explain.page2.body,The family doctor has thinned out. Specialist hospitals absorb routine conditions. Records live in silos. Costs spiral. Five frictions show up in every conversation.,കുടുംബ ഡോക്ടർ ക്ഷീണിതനായി. സ്പെഷ്യലിസ്റ്റ് ആശുപത്രികൾ പതിവ് അവസ്ഥകളെ ആഗിരണം ചെയ്യുന്നു. റെക്കോർഡുകൾ സിലോകളിൽ ജീവിക്കുന്നു. ചെലവുകൾ സർപ്പിളമായി. ഓരോ സംഭാഷണത്തിലും അഞ്ച് സംഘർഷങ്ങൾ പ്രത്യക്ഷപ്പെടുന്നു.,
explain,explain.page3.kicker,03 · The model,03 · മോഡൽ,
explain,explain.page3.title,"Five groups, one neighbourhood.","അഞ്ച് ഗ്രൂപ്പുകൾ, ഒരു അയൽപക്കം.",
explain,explain.page3.body,"Healthcare professionals, public-health systems, neighbours, charities, and foundations meet around a single household. Not five verticals - one horizontal.","ആരോഗ്യ സംരക്ഷണ വിദഗ്ധർ, പൊതുജനാരോഗ്യ സംവിധാനങ്ങൾ, അയൽക്കാർ, ചാരിറ്റികൾ, ഫൗണ്ടേഷനുകൾ എന്നിവയെല്ലാം ഒരു കുടുംബത്തിന് ചുറ്റും ഒത്തുചേരുന്നു. അഞ്ച് ലംബങ്ങളല്ല - ഒരു തിരശ്ചീന സ്ഥാനം.",
explain,explain.page4.kicker,04 · The unit,04 · യൂണിറ്റ്,
explain,explain.page4.title,Start at the smallest scale that still has trust.,വിശ്വാസമുള്ള ഏറ്റവും ചെറിയ സ്കെയിലിൽ നിന്ന് ആരംഭിക്കുക.,
explain,explain.page4.body,"A neighbourhood of around a hundred families. Small enough to know each other; large enough to sustain a clinic, a circle of volunteers, and a working record.","നൂറോളം കുടുംബങ്ങൾ താമസിക്കുന്ന ഒരു അയൽപക്കം. പരസ്പരം അറിയാൻ മാത്രം ചെറുത്; ഒരു ക്ലിനിക്കിനും, വളണ്ടിയർമാരുടെ ഒരു സർക്കിളിനും, ഒരു പ്രവർത്തന റെക്കോർഡിനും മാത്രം പര്യാപ്തമായ സ്ഥലം.",
explain,explain.page5.kicker,05 · What we're doing,05 · നമ്മൾ എന്താണ് ചെയ്യുന്നത്,
explain,explain.page5.title,"Convening, mapping, prototyping.","കൺവീനിംഗ്, മാപ്പിംഗ്, പ്രോട്ടോടൈപ്പിംഗ്.",
explain,explain.page5.body,"A Visioning Workshop brought together clinicians, policy-makers, technologists, and community leaders. The work continues with neighbourhood pilots, tooling, and policy.","ക്ലിനിക്കുകൾ, നയരൂപീകരണ വിദഗ്ധർ, സാങ്കേതിക വിദഗ്ധർ, കമ്മ്യൂണിറ്റി നേതാക്കൾ എന്നിവരെ ഒരുമിച്ച് കൊണ്ടുവന്ന ഒരു വിഷനിംഗ് വർക്ക്‌ഷോപ്പ്. അയൽപക്ക പൈലറ്റുകൾ, ഉപകരണങ്ങൾ, നയരൂപീകരണം എന്നിവയുമായി ബന്ധപ്പെട്ട പ്രവർത്തനങ്ങൾ തുടരുന്നു.",
explain,explain.page6.kicker,06 · How to engage,06 · എങ്ങനെ ഇടപെടാം,
explain,explain.page6.title,Bring your capability.,നിങ്ങളുടെ കഴിവ് കൊണ്ടുവരിക.,
explain,explain.page6.body,"Read the model, find the group you align with, and tell us what you can contribute - funds, people, infrastructure, time, or trust.","മോഡൽ വായിക്കുക, നിങ്ങൾ ചേരുന്ന ഗ്രൂപ്പിനെ കണ്ടെത്തുക, നിങ്ങൾക്ക് എന്ത് സംഭാവന ചെയ്യാൻ കഴിയുമെന്ന് ഞങ്ങളോട് പറയുക - ഫണ്ടുകൾ, ആളുകൾ, അടിസ്ഥാന സൗകര്യങ്ങൾ, സമയം അല്ലെങ്കിൽ വിശ്വാസം.",
# === CONTACT MODAL ===,,,,
contact,contact.title,Get in touch,ബന്ധപ്പെടുക,
contact,contact.subtitle,Tell us who you are and what you bring. We'll route it to the right part of the network.,നിങ്ങൾ ആരാണെന്നും എന്താണ് കൊണ്ടുവരുന്നതെന്നും ഞങ്ങളോട് പറയൂ. ഞങ്ങൾ അത് നെറ്റ്‌വർക്കിന്റെ ശരിയായ ഭാഗത്തേക്ക് റൂട്ട് ചെയ്യും.,
contact,contact.field.name,Name,പേര്,
contact,contact.field.email,Email,ഇമെയിൽ,
contact,contact.field.role,I am a,ഞാൻ ഒരു,
contact,contact.field.message,Message,സന്ദേശം,
contact,contact.message.placeholder,"What you bring (funds, people, software, your block of homes…) and what you'd like to discuss.","നിങ്ങൾ കൊണ്ടുവരുന്നവ (ഫണ്ടുകൾ, ആളുകൾ, സോഫ്റ്റ്‌വെയർ, നിങ്ങളുടെ വീടുകളുടെ ബ്ലോക്ക്...) കൂടാതെ നിങ്ങൾ ചർച്ച ചെയ്യാൻ ആഗ്രഹിക്കുന്നവയും.",
contact,contact.role.hcp,Healthcare professional,ആരോഗ്യ ശുശ്രൂഷാ പ്രൊഫഷണൽ,
contact,contact.role.public,Public-health system,പൊതുജനാരോഗ്യ സംവിധാനം,
contact,contact.role.neighbour,Neighbour / community,അയൽക്കാരൻ / സമൂഹം,
contact,contact.role.charity,Charity / NGO,ചാരിറ്റി / എൻ‌ജി‌ഒ,
contact,contact.role.foundation,Foundation / funder,ഫൗണ്ടേഷൻ / ധനസഹായം നൽകുന്നയാൾ,
contact,contact.role.researcher,Researcher,ഗവേഷകൻ,
contact,contact.role.tech,Technologist,ടെക്നോളജിസ്റ്റ്,
contact,contact.role.other,Other,മറ്റുള്ളവ,
contact,contact.privacy,We'll only use your details to reply.,മറുപടി നൽകാൻ മാത്രമേ ഞങ്ങൾ നിങ്ങളുടെ വിശദാംശങ്ങൾ ഉപയോഗിക്കൂ.,
contact,contact.cancel,Cancel,റദ്ദാക്കുക,
contact,contact.submit,Send message,സന്ദേശം അയയ്ക്കുക,
contact,contact.sending,Sending…,അയയ്ക്കുന്നു...,
contact,contact.closeAria,Close contact form,കോൺടാക്റ്റ് ഫോം അടയ്ക്കുക,
contact,contact.success,Thanks - your message is on its way. We'll route it to the right part of the network and reply to {email} shortly.,നന്ദി - നിങ്ങളുടെ സന്ദേശം വന്നുകൊണ്ടിരിക്കുകയാണ്. ഞങ്ങൾ അത് നെറ്റ്‌വർക്കിന്റെ ശരിയായ ഭാഗത്തേക്ക് റൂട്ട് ചെയ്യുകയും {email} എന്നതിലേക്ക് ഉടൻ മറുപടി നൽകുകയും ചെയ്യും.,
contact,contact.refLabel,Your reference,നിങ്ങളുടെ റഫറൻസ്,
contact,contact.refHint,Quote this if you follow up by email.,ഇമെയിൽ വഴി ഫോളോ അപ്പ് ചെയ്യുകയാണെങ്കിൽ ഇത് ഉദ്ധരിക്കുക.,
contact,contact.emailPrefer,Prefer email? Write to {address}.,ഇമെയിൽ വേണോ? {address} എന്ന വിലാസത്തിലേക്ക് എഴുതുക.,
contact,contact.successClose,Close,അടയ്ക്കുക,
contact,contact.error.generic,Something went wrong. Please try again.,എന്തോ കുഴപ്പം സംഭവിച്ചു. വീണ്ടും ശ്രമിക്കുക.,
contact,contact.error.network,Network error. Please try again or email us directly.,നെറ്റ്‌വർക്ക് പിശക്. വീണ്ടും ശ്രമിക്കുക അല്ലെങ്കിൽ ഞങ്ങൾക്ക് നേരിട്ട് ഇമെയിൽ ചെയ്യുക.,
contact,contact.error.fallback,Email us instead,പകരം ഞങ്ങൾക്ക് ഇമെയിൽ അയയ്ക്കുക,
# === VISION REDIRECT ===,,,,
redirect,redirect.title,Redirecting…,റീഡയറക്‌ട് ചെയ്യുന്നു...,
redirect,redirect.movedTo,This page has moved to {path}.,ഈ പേജ് {path} ലേക്ക് നീക്കിയിരിക്കുന്നു.,
redirect,redirect.autoText,You will be redirected automatically to /model in 10 seconds.,10 സെക്കൻഡിനുള്ളിൽ നിങ്ങളെ /model-ലേക്ക് സ്വയമേവ റീഡയറക്‌ടുചെയ്യും.,
redirect,redirect.cancel,Cancel auto-redirect,ഓട്ടോ-റീഡയറക്‌ട് റദ്ദാക്കുക,
redirect,redirect.goNow,Go now,ഇപ്പോൾ പോകൂ,
